crop_path,pred_text,score
data\bead_crops\from_video_dedup\C0021_frame002875_tag1_bead3.jpg,心,0.1172
data\bead_crops\from_video_dedup\C0021_frame002825_tag1_bead1.jpg,Q,0.2676
data\bead_crops\from_video_dedup\C0021_frame002850_tag1_bead2.jpg,O,0.2636
data\bead_crops\from_video_dedup\C0021_frame002875_tag1_bead4.jpg,0,0.1443
data\bead_crops\from_video_dedup\C0021_frame003050_tag1_bead0.jpg,G,0.2002
data\bead_crops\from_video_dedup\C0021_frame002900_tag1_bead2.jpg,心,0.1859
data\bead_crops\from_video_dedup\C0021_frame003675_tag0_bead0.jpg,®,0.1978
data\bead_crops\from_video_dedup\C0021_frame002950_tag0_bead1.jpg,心,0.2858
data\bead_crops\from_video_dedup\C0021_frame002950_tag0_bead2.jpg,?,0.3548
data\bead_crops\from_video_dedup\C0021_frame003825_tag2_bead4.jpg,Q,0.2077
data\bead_crops\from_video_dedup\C0021_frame003000_tag2_bead0.jpg,O,0.3558
data\bead_crops\from_video_dedup\C0021_frame003000_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003350_tag1_bead1.jpg,O,0.2103
data\bead_crops\from_video_dedup\C0021_frame003025_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003350_tag1_bead3.jpg,®,0.1619
data\bead_crops\from_video_dedup\C0021_frame003050_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003175_tag0_bead3.jpg,心,0.4479
data\bead_crops\from_video_dedup\C0021_frame003100_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003175_tag0_bead4.jpg,0,0.1554
data\bead_crops\from_video_dedup\C0021_frame003350_tag1_bead0.jpg,®,0.1941
data\bead_crops\from_video_dedup\C0021_frame003350_tag1_bead2.jpg,6,0.2863
data\bead_crops\from_video_dedup\C0021_frame003900_tag0_bead0.jpg,8,0.1258
data\bead_crops\from_video_dedup\C0021_frame003150_tag0_bead1.jpg,?,0.3131
data\bead_crops\from_video_dedup\C0021_frame003200_tag0_bead1.jpg,?,0.3172
data\bead_crops\from_video_dedup\C0021_frame003200_tag0_bead3.jpg,心,0.192
data\bead_crops\from_video_dedup\C0021_frame003250_tag1_bead0.jpg,O,0.3593
data\bead_crops\from_video_dedup\C0021_frame003225_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003225_tag2_bead1.jpg,C,0.1951
data\bead_crops\from_video_dedup\C0021_frame003350_tag0_bead4.jpg,O,0.1434
data\bead_crops\from_video_dedup\C0021_frame003250_tag1_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003250_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003250_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003250_tag2_bead2.jpg,心,0.5266
data\bead_crops\from_video_dedup\C0021_frame003325_tag0_bead0.jpg,G,0.1576
data\bead_crops\from_video_dedup\C0021_frame003625_tag2_bead1.jpg,0,0.1735
data\bead_crops\from_video_dedup\C0021_frame003300_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003275_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003300_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003300_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003675_tag0_bead1.jpg,?,0.2499
data\bead_crops\from_video_dedup\C0021_frame003425_tag0_bead3.jpg,心,0.2242
data\bead_crops\from_video_dedup\C0021_frame003325_tag2_bead0.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003325_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003375_tag2_bead2.jpg,A,0.3047
data\bead_crops\from_video_dedup\C0021_frame003350_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003800_tag2_bead1.jpg,6,0.2069
data\bead_crops\from_video_dedup\C0021_frame003375_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003375_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003675_tag0_bead4.jpg,0,0.2392
data\bead_crops\from_video_dedup\C0021_frame003425_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003400_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003450_tag0_bead0.jpg,®,0.1608
data\bead_crops\from_video_dedup\C0021_frame003425_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003475_tag1_bead2.jpg,A,0.1442
data\bead_crops\from_video_dedup\C0021_frame003500_tag1_bead0.jpg,G,0.1878
data\bead_crops\from_video_dedup\C0021_frame004725_tag0_bead2.jpg,®,0.2492
data\bead_crops\from_video_dedup\C0021_frame003475_tag1_bead1.jpg,C,0.185
data\bead_crops\from_video_dedup\C0021_frame003500_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003550_tag2_bead1.jpg,心,0.347
data\bead_crops\from_video_dedup\C0021_frame003500_tag0_bead1.jpg,C,0.1537
data\bead_crops\from_video_dedup\C0021_frame003500_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003525_tag0_bead1.jpg,0,0.2208
data\bead_crops\from_video_dedup\C0021_frame003525_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003550_tag1_bead3.jpg,全,0.126
data\bead_crops\from_video_dedup\C0021_frame003525_tag1_bead0.jpg,®,0.157
data\bead_crops\from_video_dedup\C0021_frame003550_tag0_bead0.jpg,®,0.1599
data\bead_crops\from_video_dedup\C0021_frame003550_tag1_bead1.jpg,0,0.311
data\bead_crops\from_video_dedup\C0021_frame003550_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003575_tag0_bead0.jpg,®,0.1147
data\bead_crops\from_video_dedup\C0021_frame003575_tag1_bead0.jpg,O,0.4452
data\bead_crops\from_video_dedup\C0021_frame003575_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003575_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003600_tag0_bead0.jpg,®,0.1724
data\bead_crops\from_video_dedup\C0021_frame004725_tag0_bead1.jpg,O,0.2848
data\bead_crops\from_video_dedup\C0021_frame003625_tag2_bead0.jpg,0,0.4195
data\bead_crops\from_video_dedup\C0021_frame003625_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003675_tag0_bead3.jpg,心,0.2245
data\bead_crops\from_video_dedup\C0021_frame003625_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003650_tag1_bead0.jpg,0,0.3424
data\bead_crops\from_video_dedup\C0021_frame003775_tag1_bead1.jpg,o,0.2095
data\bead_crops\from_video_dedup\C0021_frame003650_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003675_tag1_bead1.jpg,6,0.2079
data\bead_crops\from_video_dedup\C0021_frame003675_tag1_bead3.jpg,Q,0.1757
data\bead_crops\from_video_dedup\C0021_frame003675_tag2_bead0.jpg,0,0.4278
data\bead_crops\from_video_dedup\C0021_frame003675_tag2_bead3.jpg,0,0.1097
data\bead_crops\from_video_dedup\C0021_frame003700_tag0_bead3.jpg,心,0.2138
data\bead_crops\from_video_dedup\C0021_frame003775_tag1_bead0.jpg,O,0.4379
data\bead_crops\from_video_dedup\C0021_frame003925_tag0_bead2.jpg,9,0.323
data\bead_crops\from_video_dedup\C0021_frame003975_tag2_bead3.jpg,0,0.1796
data\bead_crops\from_video_dedup\C0021_frame003725_tag2_bead0.jpg,®,0.2406
data\bead_crops\from_video_dedup\C0021_frame003775_tag0_bead1.jpg,?,0.3417
data\bead_crops\from_video_dedup\C0021_frame003775_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003825_tag2_bead0.jpg,®,0.2142
data\bead_crops\from_video_dedup\C0021_frame003900_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003875_tag0_bead0.jpg,O,0.5019
data\bead_crops\from_video_dedup\C0021_frame003875_tag0_bead3.jpg,0,0.2096
data\bead_crops\from_video_dedup\C0021_frame003825_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003875_tag1_bead1.jpg,心,0.218
data\bead_crops\from_video_dedup\C0021_frame003875_tag0_bead2.jpg,9,0.5866
data\bead_crops\from_video_dedup\C0021_frame003850_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003925_tag2_bead0.jpg,®,0.2298
data\bead_crops\from_video_dedup\C0021_frame003925_tag2_bead1.jpg,6,0.4059
data\bead_crops\from_video_dedup\C0021_frame003875_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003900_tag0_bead1.jpg,心,0.2261
data\bead_crops\from_video_dedup\C0021_frame003900_tag0_bead2.jpg,2,0.2459
data\bead_crops\from_video_dedup\C0021_frame003925_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004200_tag1_bead1.jpg,心,0.38
data\bead_crops\from_video_dedup\C0021_frame004000_tag0_bead4.jpg,O,0.3061
data\bead_crops\from_video_dedup\C0021_frame003950_tag0_bead2.jpg,心,0.4029
data\bead_crops\from_video_dedup\C0021_frame003950_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame003975_tag0_bead1.jpg,?,0.3904
data\bead_crops\from_video_dedup\C0021_frame003975_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004800_tag2_bead0.jpg,®,0.4374
data\bead_crops\from_video_dedup\C0021_frame004000_tag2_bead2.jpg,0,0.1352
data\bead_crops\from_video_dedup\C0021_frame004475_tag0_bead1.jpg,0,0.8448
data\bead_crops\from_video_dedup\C0021_frame004025_tag2_bead0.jpg,0,0.5268
data\bead_crops\from_video_dedup\C0021_frame004050_tag2_bead2.jpg,9,0.2801
data\bead_crops\from_video_dedup\C0021_frame004050_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004500_tag0_bead4.jpg,O,0.3739
data\bead_crops\from_video_dedup\C0021_frame004275_tag2_bead0.jpg,O,0.5705
data\bead_crops\from_video_dedup\C0021_frame004150_tag1_bead1.jpg,O,0.3612
data\bead_crops\from_video_dedup\C0021_frame004125_tag1_bead2.jpg,9,0.2411
data\bead_crops\from_video_dedup\C0021_frame004075_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004100_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004225_tag1_bead0.jpg,®,0.313
data\bead_crops\from_video_dedup\C0021_frame004125_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004725_tag0_bead3.jpg,6,0.3998
data\bead_crops\from_video_dedup\C0021_frame004150_tag0_bead3.jpg,心,0.1702
data\bead_crops\from_video_dedup\C0021_frame004150_tag1_bead2.jpg,9,0.2238
data\bead_crops\from_video_dedup\C0021_frame004375_tag0_bead0.jpg,8,0.1626
data\bead_crops\from_video_dedup\C0021_frame004175_tag2_bead1.jpg,O,0.3442
data\bead_crops\from_video_dedup\C0021_frame004175_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004175_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004200_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004250_tag0_bead1.jpg,心,0.496
data\bead_crops\from_video_dedup\C0021_frame004225_tag2_bead1.jpg,O,0.4216
data\bead_crops\from_video_dedup\C0021_frame004275_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004375_tag0_bead2.jpg,?,0.289
data\bead_crops\from_video_dedup\C0021_frame004275_tag2_bead1.jpg,O,0.3556
data\bead_crops\from_video_dedup\C0021_frame004325_tag0_bead3.jpg,心,0.2407
data\bead_crops\from_video_dedup\C0021_frame004350_tag2_bead0.jpg,O,0.5115
data\bead_crops\from_video_dedup\C0021_frame004300_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004325_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004325_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004375_tag0_bead3.jpg,心,0.3245
data\bead_crops\from_video_dedup\C0021_frame004350_tag2_bead1.jpg,0,0.3239
data\bead_crops\from_video_dedup\C0021_frame004400_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004425_tag2_bead0.jpg,O,0.4579
data\bead_crops\from_video_dedup\C0021_frame004400_tag0_bead3.jpg,?,0.3196
data\bead_crops\from_video_dedup\C0021_frame004450_tag1_bead2.jpg,6,0.2446
data\bead_crops\from_video_dedup\C0021_frame004475_tag2_bead1.jpg,0,0.2806
data\bead_crops\from_video_dedup\C0021_frame004425_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004475_tag0_bead2.jpg,0,0.1905
data\bead_crops\from_video_dedup\C0021_frame004525_tag1_bead0.jpg,®,0.3072
data\bead_crops\from_video_dedup\C0021_frame004450_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004475_tag1_bead0.jpg,®,0.4319
data\bead_crops\from_video_dedup\C0021_frame004475_tag2_bead0.jpg,O,0.5105
data\bead_crops\from_video_dedup\C0021_frame004500_tag2_bead1.jpg,O,0.2906
data\bead_crops\from_video_dedup\C0021_frame004600_tag1_bead2.jpg,?,0.2843
data\bead_crops\from_video_dedup\C0021_frame004550_tag2_bead2.jpg,1,0.0697
data\bead_crops\from_video_dedup\C0021_frame004600_tag1_bead3.jpg,心,0.3109
data\bead_crops\from_video_dedup\C0021_frame004650_tag1_bead3.jpg,?,0.2844
data\bead_crops\from_video_dedup\C0021_frame004650_tag2_bead0.jpg,0,0.3767
data\bead_crops\from_video_dedup\C0021_frame004650_tag2_bead1.jpg,0,0.2487
data\bead_crops\from_video_dedup\C0021_frame004675_tag2_bead2.jpg,a,0.0635
data\bead_crops\from_video_dedup\C0021_frame004675_tag0_bead0.jpg,?,0.2318
data\bead_crops\from_video_dedup\C0021_frame004675_tag0_bead2.jpg,0,0.7739
data\bead_crops\from_video_dedup\C0021_frame004700_tag1_bead2.jpg,?,0.2712
data\bead_crops\from_video_dedup\C0021_frame004825_tag0_bead2.jpg,0,0.1932
data\bead_crops\from_video_dedup\C0021_frame004750_tag1_bead1.jpg,0,0.3423
data\bead_crops\from_video_dedup\C0021_frame004750_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004800_tag1_bead0.jpg,O,0.3547
data\bead_crops\from_video_dedup\C0021_frame004775_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004800_tag1_bead1.jpg,0,0.4867
data\bead_crops\from_video_dedup\C0021_frame004800_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004800_tag2_bead4.jpg,Q,0.1494
data\bead_crops\from_video_dedup\C0021_frame004825_tag0_bead1.jpg,?,0.2441
data\bead_crops\from_video_dedup\C0021_frame004825_tag1_bead0.jpg,0,0.386
data\bead_crops\from_video_dedup\C0021_frame004825_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004875_tag0_bead0.jpg,®,0.4628
data\bead_crops\from_video_dedup\C0021_frame004900_tag1_bead2.jpg,心,0.1444
data\bead_crops\from_video_dedup\C0021_frame004900_tag2_bead1.jpg,O,0.5257
data\bead_crops\from_video_dedup\C0021_frame004925_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame004975_tag1_bead1.jpg,0,0.5272
data\bead_crops\from_video_dedup\C0021_frame005125_tag0_bead4.jpg,Q,0.1285
data\bead_crops\from_video_dedup\C0021_frame005050_tag1_bead4.jpg,O,0.3354
data\bead_crops\from_video_dedup\C0021_frame005000_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005000_tag0_bead3.jpg,心,0.3816
data\bead_crops\from_video_dedup\C0021_frame005125_tag0_bead2.jpg,O,0.232
data\bead_crops\from_video_dedup\C0021_frame005125_tag0_bead0.jpg,®,0.4499
data\bead_crops\from_video_dedup\C0021_frame005125_tag0_bead1.jpg,6,0.1235
data\bead_crops\from_video_dedup\C0021_frame005050_tag1_bead1.jpg,?,0.3096
data\bead_crops\from_video_dedup\C0021_frame005050_tag1_bead3.jpg,心,0.176
data\bead_crops\from_video_dedup\C0021_frame005075_tag2_bead3.jpg,2,0.0803
data\bead_crops\from_video_dedup\C0021_frame005200_tag2_bead4.jpg,0,0.2995
data\bead_crops\from_video_dedup\C0021_frame005100_tag0_bead4.jpg,Q,0.1137
data\bead_crops\from_video_dedup\C0021_frame005100_tag1_bead2.jpg,2日,0.0904
data\bead_crops\from_video_dedup\C0021_frame005125_tag1_bead0.jpg,O,0.4748
data\bead_crops\from_video_dedup\C0021_frame005125_tag1_bead2.jpg,om,0.2124
data\bead_crops\from_video_dedup\C0021_frame005150_tag0_bead1.jpg,?,0.2959
data\bead_crops\from_video_dedup\C0021_frame005200_tag2_bead1.jpg,0,0.8344
data\bead_crops\from_video_dedup\C0021_frame005125_tag2_bead3.jpg,心,0.1625
data\bead_crops\from_video_dedup\C0021_frame005175_tag0_bead2.jpg,?,0.2402
data\bead_crops\from_video_dedup\C0021_frame005175_tag0_bead3.jpg,心,0.1891
data\bead_crops\from_video_dedup\C0021_frame005175_tag1_bead0.jpg,®,0.3863
data\bead_crops\from_video_dedup\C0021_frame005350_tag1_bead2.jpg,Q,0.3892
data\bead_crops\from_video_dedup\C0021_frame005250_tag0_bead3.jpg,6,0.2583
data\bead_crops\from_video_dedup\C0021_frame005175_tag1_bead4.jpg,A,0.1313
data\bead_crops\from_video_dedup\C0021_frame005175_tag2_bead0.jpg,0,0.7544
data\bead_crops\from_video_dedup\C0021_frame005175_tag2_bead2.jpg,2n,0.1597
data\bead_crops\from_video_dedup\C0021_frame005200_tag0_bead2.jpg,O,0.1936
data\bead_crops\from_video_dedup\C0021_frame005200_tag1_bead0.jpg,0,0.7392
data\bead_crops\from_video_dedup\C0021_frame005275_tag2_bead1.jpg,O,0.4499
data\bead_crops\from_video_dedup\C0021_frame005200_tag1_bead2.jpg,an,0.2205
data\bead_crops\from_video_dedup\C0021_frame005200_tag2_bead0.jpg,O,0.1068
data\bead_crops\from_video_dedup\C0021_frame005200_tag2_bead2.jpg,2,0.2173
data\bead_crops\from_video_dedup\C0021_frame005200_tag2_bead3.jpg,心,0.1022
data\bead_crops\from_video_dedup\C0021_frame005225_tag1_bead2.jpg,a,0.279
data\bead_crops\from_video_dedup\C0021_frame005300_tag1_bead0.jpg,®,0.3203
data\bead_crops\from_video_dedup\C0021_frame005250_tag1_bead2.jpg,?,0.1272
data\bead_crops\from_video_dedup\C0021_frame005250_tag1_bead4.jpg,0,0.2333
data\bead_crops\from_video_dedup\C0021_frame005275_tag2_bead0.jpg,0,0.4145
data\bead_crops\from_video_dedup\C0021_frame005250_tag2_bead2.jpg,n,0.3278
data\bead_crops\from_video_dedup\C0021_frame005275_tag0_bead1.jpg,?,0.2444
data\bead_crops\from_video_dedup\C0021_frame005275_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005325_tag1_bead0.jpg,®,0.2763
data\bead_crops\from_video_dedup\C0021_frame005325_tag1_bead1.jpg,O,0.2197
data\bead_crops\from_video_dedup\C0021_frame005700_tag1_bead3.jpg,6,0.2558
data\bead_crops\from_video_dedup\C0021_frame005300_tag1_bead4.jpg,Q,0.1268
data\bead_crops\from_video_dedup\C0021_frame005275_tag2_bead2.jpg,n,0.2623
data\bead_crops\from_video_dedup\C0021_frame005675_tag0_bead0.jpg,O,0.1459
data\bead_crops\from_video_dedup\C0021_frame005300_tag0_bead2.jpg,?,0.1256
data\bead_crops\from_video_dedup\C0021_frame005300_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005300_tag0_bead4.jpg,0,0.2222
data\bead_crops\from_video_dedup\C0021_frame005700_tag1_bead2.jpg,Q,0.5066
data\bead_crops\from_video_dedup\C0021_frame005300_tag2_bead2.jpg,n,0.269
data\bead_crops\from_video_dedup\C0021_frame005300_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005325_tag2_bead1.jpg,0,0.4678
data\bead_crops\from_video_dedup\C0021_frame005325_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005325_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005450_tag1_bead0.jpg,®,0.3104
data\bead_crops\from_video_dedup\C0021_frame005450_tag1_bead4.jpg,a,0.1061
data\bead_crops\from_video_dedup\C0021_frame005600_tag2_bead0.jpg,0,0.7251
data\bead_crops\from_video_dedup\C0021_frame005350_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005500_tag1_bead0.jpg,0,0.3911
data\bead_crops\from_video_dedup\C0021_frame005375_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005525_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005375_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005450_tag1_bead1.jpg,O,0.1255
data\bead_crops\from_video_dedup\C0021_frame005575_tag0_bead4.jpg,O,0.1291
data\bead_crops\from_video_dedup\C0021_frame005400_tag2_bead0.jpg,0,0.4002
data\bead_crops\from_video_dedup\C0021_frame005500_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005425_tag0_bead2.jpg,2,0.0553
data\bead_crops\from_video_dedup\C0021_frame005450_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005500_tag1_bead4.jpg,0,0.0823
data\bead_crops\from_video_dedup\C0021_frame005450_tag0_bead2.jpg,O,0.0446
data\bead_crops\from_video_dedup\C0021_frame005450_tag1_bead2.jpg,Q,0.3024
data\bead_crops\from_video_dedup\C0021_frame005500_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005475_tag0_bead0.jpg,®,0.3596
data\bead_crops\from_video_dedup\C0021_frame005475_tag1_bead4.jpg,O,0.0856
data\bead_crops\from_video_dedup\C0021_frame005475_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005500_tag1_bead1.jpg,O,0.1453
data\bead_crops\from_video_dedup\C0021_frame005500_tag1_bead2.jpg,2,0.0548
data\bead_crops\from_video_dedup\C0021_frame005525_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005525_tag0_bead4.jpg,0,0.1257
data\bead_crops\from_video_dedup\C0021_frame005525_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005550_tag0_bead2.jpg,?,0.0899
data\bead_crops\from_video_dedup\C0021_frame005550_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005550_tag0_bead4.jpg,心,0.0909
data\bead_crops\from_video_dedup\C0021_frame005825_tag0_bead0.jpg,®,0.4735
data\bead_crops\from_video_dedup\C0021_frame005600_tag1_bead1.jpg,O,0.0922
data\bead_crops\from_video_dedup\C0021_frame005900_tag0_bead4.jpg,a,0.3332
data\bead_crops\from_video_dedup\C0021_frame005675_tag0_bead2.jpg,?,0.2751
data\bead_crops\from_video_dedup\C0021_frame005625_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005600_tag2_bead1.jpg,O,0.3934
data\bead_crops\from_video_dedup\C0021_frame005600_tag2_bead2.jpg,a,0.1154
data\bead_crops\from_video_dedup\C0021_frame005600_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005700_tag1_bead4.jpg,a,0.389
data\bead_crops\from_video_dedup\C0021_frame005675_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005650_tag2_bead1.jpg,O,0.2429
data\bead_crops\from_video_dedup\C0021_frame005650_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005975_tag0_bead4.jpg,0,0.1904
data\bead_crops\from_video_dedup\C0021_frame005700_tag1_bead0.jpg,®,0.3816
data\bead_crops\from_video_dedup\C0021_frame005675_tag2_bead0.jpg,0,0.6959
data\bead_crops\from_video_dedup\C0021_frame005800_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame005800_tag2_bead2.jpg,,0.0
